,braid,free_part,torsion_part,total_num_FP,total_num_TP,total_num_FP_per_row,total_num_FP_per_column
4066,"[-2, -1, -3, 2, 3, 2, -2, -3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4067,"[2, -1, 1, 1, -1, -1, -2, -3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4068,"[2, 3, -3, -1, 1, 2, 3, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4069,"[2, -2, 2, -2, 2, -3, 1, -1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4070,"[-2, -1, -3, -1, -2, -2, -1, -1, -2]","{(-21, -8): 1, (-19, -8): 1, (-17, -6): 1, (-17, -5): 1, (-13, -5): 1, (-13, -4): 3, (-13, -3): 1, (-11, -4): 2, (-9, -2): 1, (-7, 0): 1, (-5, 0): 1}","{(-15, -5): {2: 1}, (-15, -4): {2: 1}, (-11, -2): {2: 1}}",14,3,"{-21: 1, -19: 1, -17: 2, -13: 5, -11: 2, -9: 1, -7: 1, -5: 1}","{-8: 2, -6: 1, -5: 2, -4: 5, -3: 1, -2: 1, 0: 2}"
4071,"[3, 2, 1, 2, -1, -1, -1, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4072,"[-3, -2, -3, -3, -3, -2, -2, 3, 2]","{(-14, -5): 1, (-10, -4): 1, (-10, -3): 1, (-8, -2): 1, (-6, -2): 2, (-4, 0): 1, (-2, 0): 1}","{(-12, -4): {2: 1}, (-8, -2): {2: 1}}",8,2,"{-14: 1, -10: 2, -8: 1, -6: 2, -4: 1, -2: 1}","{-5: 1, -4: 1, -3: 1, -2: 3, 0: 2}"
4073,"[-2, 2, 2, -2, 2, -1, 3, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
4074,"[-2, -2, -1, -1, -3, -2, 3, 1, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4075,"[-2, 2, 3, -2, -1, 2, -3, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4076,"[2, -3, 1, -3, -3, 2, -2, -1, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4077,"[3, -3, 3, 1, 3, -1, 2, 2, 3]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 2, (7, 2): 3, (9, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 1, (13, 5): 1, (15, 5): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}, (11, 5): {2: 1}, (13, 5): {2: 1}}",16,4,"{1: 1, 3: 2, 5: 3, 7: 3, 9: 3, 11: 2, 13: 1, 15: 1}","{0: 4, 2: 6, 3: 2, 4: 2, 5: 2}"
4078,"[-3, 3, -1, -3, -1, 2, 2, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4079,"[-2, 1, -1, 3, -1, -2, -2, -3, -3]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3,"{-13: 1, -9: 2, -7: 1, -5: 1, -3: 2, -1: 1}","{-5: 1, -4: 1, -3: 1, -2: 2, -1: 1, 0: 2}"
4080,"[-3, 3, -1, -2, 1, 2, 2, 3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
4081,"[1, -3, -1, -3, -2, 1, 3, 1, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}"
4082,"[-3, 2, -1, 2, -3, 2, -1, -3, 1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}"
4083,"[-1, 1, 3, -2, 3, -3, 3, -3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4084,"[-2, -3, -1, -3, 3, -1, 3, 1, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4085,"[-2, -2, -2, -2, -3, 2, 1, -1, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4086,"[-3, -1, 1, 3, -1, 3, -3, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4087,"[-2, -1, -1, -2, -2, 1, -1, -1, -1]","{(-16, -5): 1, (-12, -4): 2, (-12, -3): 1, (-10, -4): 1, (-8, -2): 1, (-6, 0): 1, (-4, 0): 1}","{(-14, -4): {2: 1}, (-10, -2): {2: 1}}",8,2,"{-16: 1, -12: 3, -10: 1, -8: 1, -6: 1, -4: 1}","{-5: 1, -4: 3, -3: 1, -2: 1, 0: 2}"
4088,"[-1, 2, -1, 2, 2, 1, 3, 1, 2]","{(1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (7, 3): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1, (11, 5): 1, (13, 5): 1, (15, 6): 1}","{(3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}, (9, 4): {2: 1}, (11, 5): {2: 1}, (13, 6): {2: 1}}",16,7,"{1: 2, 3: 2, 5: 3, 7: 2, 9: 3, 11: 2, 13: 1, 15: 1}","{0: 3, 1: 2, 2: 3, 3: 3, 4: 2, 5: 2, 6: 1}"
4089,"[-3, 1, 1, 3, -3, -1, -3, 2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4090,"[1, -2, -2, -1, 2, -3, 1, -2, 2]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
4091,"[3, -3, 3, 3, -2, -1, 3, -2, -3]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
4092,"[1, 2, 1, 2, -3, 3, -1, -3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
4093,"[2, 3, 3, -3, 2, -2, 2, -2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4094,"[2, -1, 2, -3, -2, -1, -1, -1, -2]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2,"{-13: 1, -11: 3, -9: 2, -7: 1, -5: 2, -3: 2, -1: 1}","{-4: 4, -3: 2, -2: 2, 0: 4}"
4095,"[3, -1, 3, -2, 3, -2, -2, 3, 1]","{(-7, -3): 1, (-5, -3): 1, (-5, -2): 1, (-3, -2): 2, (-3, -1): 1, (-1, -2): 1, (-1, -1): 2, (-1, 0): 3, (1, -1): 1, (1, 0): 5, (1, 1): 1, (3, 0): 2, (3, 1): 3, (3, 2): 2, (5, 1): 2, (5, 2): 4, (5, 3): 1, (7, 2): 2, (7, 3): 2, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(-5, -2): {2: 1}, (-3, -2): {2: 1}, (-3, -1): {2: 1}, (-1, -1): {2: 1}, (-1, 0): {2: 1}, (1, 0): {2: 1}, (1, 1): {2: 2}, (3, 1): {2: 2}, (3, 2): {2: 1}, (5, 2): {2: 1}, (5, 3): {2: 1}, (7, 3): {2: 1}, (7, 4): {2: 1}, (9, 4): {2: 1}}",40,16,"{-7: 1, -5: 2, -3: 3, -1: 6, 1: 7, 3: 7, 5: 7, 7: 4, 9: 2, 11: 1}","{-3: 2, -2: 4, -1: 4, 0: 10, 1: 6, 2: 8, 3: 4, 4: 2}"
4096,"[-3, -2, 2, -3, 2, 3, 2, -3, -3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
4097,"[-2, 1, -3, 2, -2, -1, -3, -2, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4098,"[2, 3, -1, 3, 3, -1, 3, 3, 1]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2,"{3: 1, 5: 1, 7: 1, 11: 2, 15: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1}"
4099,"[-1, -3, -2, 3, -2, 3, -3, -1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4100,"[-3, -3, 3, 1, 2, -1, 1, 2, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0,"{1: 1, 3: 1, 5: 2, 7: 2, 9: 1, 11: 1}","{0: 2, 2: 4, 4: 2}"
4101,"[-2, -2, -2, 2, -3, -1, -2, 3, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4102,"[2, -3, -2, -1, -2, -3, 3, 2, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4103,"[-3, 1, 3, -3, 2, -1, -3, -1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4104,"[-2, 3, -1, 2, 3, 1, -1, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4105,"[2, -2, -1, 3, -1, 1, -2, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4106,"[-3, -2, -1, -1, 2, 2, 2, 2, 1]","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5,"{-3: 1, 1: 3, 3: 2, 5: 2, 7: 2, 9: 1, 11: 1}","{-2: 1, -1: 1, 0: 3, 1: 2, 2: 2, 3: 2, 4: 1}"
4107,"[-1, 3, 2, -1, -3, 2, 1, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4108,"[-3, 3, -2, -3, -2, -2, -1, -2, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4109,"[2, -3, 2, 2, -2, 2, -3, 2, -3]","{(-6, -3): 1, (-4, -2): 2, (-2, -2): 1, (-2, -1): 1, (0, -1): 2, (0, 0): 4, (2, 0): 3, (2, 1): 2, (4, 1): 2, (4, 2): 2, (6, 2): 2, (6, 3): 1, (8, 3): 2, (10, 4): 1}","{(-4, -2): {2: 1}, (-2, -1): {2: 2}, (0, 0): {2: 1}, (2, 1): {2: 2}, (4, 2): {2: 2}, (6, 3): {2: 2}, (8, 4): {2: 1}}",26,11,"{-6: 1, -4: 2, -2: 2, 0: 6, 2: 5, 4: 4, 6: 3, 8: 2, 10: 1}","{-3: 1, -2: 3, -1: 3, 0: 7, 1: 4, 2: 4, 3: 3, 4: 1}"
4110,"[-2, -2, -3, -1, -1, -2, 1, 3, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4111,"[-2, 1, -1, 3, -1, -3, -3, 2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4112,"[1, -1, 1, 2, 1, -3, -1, -1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4113,"[-3, -3, -3, -3, 2, 3, 2, -3, 3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
4114,"[-3, -2, -3, 3, -2, 3, -3, -1, -1]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0,"{-11: 1, -9: 1, -7: 2, -5: 2, -3: 1, -1: 1}","{-4: 2, -2: 4, 0: 2}"
4115,"[1, -3, -3, -3, 3, 2, 2, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4116,"[1, 2, 1, 2, 3, 2, -1, -2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4117,"[3, -2, -1, 2, -2, 1, -3, -2, -3]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}"
4118,"[-2, 2, -1, -3, -1, -1, -2, 1, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4119,"[-1, 1, 2, -3, -1, -2, -1, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4120,"[-2, 1, -1, 3, 3, -2, 1, 1, -2]","{(-7, -3): 1, (-3, -2): 1, (-3, -1): 2, (-1, 0): 1, (1, 0): 3, (1, 1): 1, (3, 2): 2, (5, 2): 3, (7, 4): 1, (9, 4): 1}","{(-5, -2): {2: 1}, (-1, 0): {2: 2}, (3, 2): {2: 1}}",16,4,"{-7: 1, -3: 3, -1: 1, 1: 4, 3: 2, 5: 3, 7: 1, 9: 1}","{-3: 1, -2: 1, -1: 2, 0: 4, 1: 1, 2: 5, 4: 2}"
4121,"[3, -1, -2, 1, -3, 3, 2, -1, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4122,"[-2, 1, 1, 2, 1, -1, 2, -3, 3]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
4123,"[2, -3, 1, 1, -2, -2, 2, 3, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4124,"[1, -3, -1, -3, 2, -1, 3, -1, -1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4125,"[1, 2, 2, 2, -2, -2, 3, 3, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4126,"[2, -2, -2, 1, 2, -2, 3, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4127,"[-2, 2, -2, -3, -2, 1, -3, -3, 2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4128,"[-1, -1, 2, -3, -1, -3, 1, 3, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4129,"[-2, -1, -3, 3, -1, 3, -3, -1, -3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1,"{-9: 1, -5: 1, -3: 1, -1: 1}","{-3: 1, -2: 1, 0: 2}"
4130,"[2, -2, 2, 2, -3, -1, 2, -1, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4131,"[1, 2, 1, -2, -1, 3, 2, -3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0,"{-1: 1, 1: 2, 3: 2, 5: 2, 7: 1}","{0: 4, 2: 4}"
4132,"[3, 2, -1, -1, 1, -3, 2, -2, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8}
4133,"[-2, -2, 2, -2, 1, 2, -1, -2, -1]","{(-10, -3): 1, (-8, -3): 1, (-6, -2): 1, (-4, -2): 1, (-4, 0): 1, (-2, 0): 2, (0, 0): 1}","{(-8, -2): {2: 1}, (-6, -2): {2: 1}}",8,2,"{-10: 1, -8: 1, -6: 1, -4: 2, -2: 2, 0: 1}","{-3: 2, -2: 2, 0: 4}"
4134,"[-1, -1, -1, -3, 3, 1, 2, -1, -1]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}"
4135,"[-1, -2, -2, 3, 1, 1, 1, 2, -1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6,"{-7: 1, -5: 1, -3: 2, -1: 3, 1: 3, 3: 2, 5: 1, 7: 1}","{-3: 1, -2: 2, -1: 2, 0: 4, 1: 2, 2: 2, 3: 1}"
4136,"[-1, 3, -1, 1, 1, 3, 1, 3, 3]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2,"{1: 1, 3: 2, 5: 2, 7: 1, 9: 2, 11: 3, 13: 1}","{0: 4, 2: 2, 3: 2, 4: 4}"
4137,"[1, 2, 1, 2, 3, 1, 1, 2, 2]","{(5, 0): 1, (7, 0): 1, (9, 2): 1, (11, 4): 1, (13, 3): 1, (13, 4): 1, (15, 5): 1, (17, 5): 1}","{(11, 3): {2: 1}}",8,1,"{5: 1, 7: 1, 9: 1, 11: 1, 13: 2, 15: 1, 17: 1}","{0: 2, 2: 1, 4: 2, 3: 1, 5: 2}"
4138,"[2, 1, 2, 2, 1, -1, 2, -2, -2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
4139,"[-3, -3, 3, -1, -2, 3, 1, -3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4140,"[-3, 1, -3, -2, -3, -3, -2, -3, 1]","{(-15, -5): 1, (-11, -4): 2, (-11, -3): 2, (-9, -4): 1, (-7, -2): 3, (-7, -1): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 2): 1, (1, 2): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 2}, (-5, 0): {2: 1}}",16,4,"{-15: 1, -11: 4, -9: 1, -7: 4, -5: 2, -3: 2, -1: 1, 1: 1}","{-5: 1, -4: 3, -3: 2, -2: 4, -1: 1, 0: 3, 2: 2}"
4141,"[1, 3, 3, 1, -1, 3, -2, 2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4142,"[-2, -3, 2, 3, 2, 2, -3, -2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4143,"[2, 3, 1, -1, -3, -2, -2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4144,"[3, -1, 2, -1, -2, 2, -2, -2, -2]","{(-13, -5): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 1}","{(-11, -4): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",8,3,"{-13: 1, -9: 2, -7: 1, -5: 1, -3: 2, -1: 1}","{-5: 1, -4: 1, -3: 1, -2: 2, -1: 1, 0: 2}"
4145,"[-3, -2, 1, -2, -1, -3, -1, -2, -1]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2,"{-15: 1, -11: 2, -7: 1, -5: 1, -3: 1}","{-5: 1, -4: 1, -3: 1, -2: 1, 0: 2}"
4146,"[3, 3, -2, 2, 1, 3, -2, 3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}"
4147,"[2, -2, 1, -3, -3, 1, -1, -1, 2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4148,"[2, -1, -1, 3, 2, -2, -2, 3, 1]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}"
4149,"[-2, 1, -1, 2, 3, 3, -3, 2, -3]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4}
4150,"[-3, -2, -2, 3, 3, -1, -3, 3, -3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}"
4151,"[-2, -1, -2, -3, -2, -1, 2, 2, 2]","{(-9, -4): 1, (-7, -4): 1, (-5, -2): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 2}","{(-3, -1): {2: 1}}",10,1,"{-9: 1, -7: 1, -5: 1, -3: 1, -1: 4, 1: 2}","{-4: 2, -2: 1, 0: 6, -1: 1}"
4152,"[-3, -2, 1, -1, 2, -2, -1, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
4153,"[-2, 3, -3, 2, 2, 1, -1, 2, -3]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}"
4154,"[-1, 2, 2, -3, 2, -2, -2, -3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2}
